mmsi,timestamp,latitude,longitude,speed,course,status,ais_active,navigational_status,heading,rot
576154640,2026-10-01T00:37:00Z,-13.6441,-101.9174,7.2,96.6,At Anchor,False,14,264.1,91.4
285869970,2026-03-23T22:12:00Z,36.097,-10.4953,16.6,159.5,Under Way,True,9,267.1,14.9
587194626,2026-02-07T15:11:00Z,-87.0455,141.2423,25.7,56.6,At Anchor,False,8,13.8,-111.9
472097386,2026-11-02T08:16:00Z,-40.5854,-12.8978,0.6,355.6,At Anchor,True,7,354.5,-125.6
452240475,2026-10-12T10:56:00Z,78.8332,38.1542,16.3,116.3,Moored,False,9,127.1,-103.1
312878650,2026-03-02T03:32:00Z,59.4951,-112.9074,4.1,85.1,Moored,True,4,40.4,103.5
247443252,2026-09-27T17:24:00Z,35.154,-152.6431,2.5,208.1,Under Way,True,15,216.3,-40.7
290782162,2026-05-05T01:43:00Z,-39.3299,-145.33,0.7,288.6,At Anchor,False,3,132.0,74.4
389921162,2026-12-16T16:26:00Z,-25.2837,119.2762,12.2,306.7,Moored,True,1,169.8,28.5
418216232,2026-01-11T19:57:00Z,-71.2046,-123.9961,16.2,158.6,At Anchor,False,0,164.5,-45.6
266304575,2026-02-23T20:49:00Z,54.0096,-68.189,2.9,318.6,At Anchor,True,5,244.1,-126.0
316474826,2026-02-27T03:53:00Z,26.6873,-38.6398,13.2,319.9,Moored,False,0,117.5,61.8
543045682,2026-12-22T03:49:00Z,-36.0253,13.3722,0.1,231.9,At Anchor,True,7,239.3,-37.0
794556784,2026-07-21T09:23:00Z,34.4203,-34.1244,4.2,161.1,Under Way,False,6,292.4,-95.5
538642695,2026-07-16T21:40:00Z,7.7326,-155.591,27.8,327.4,At Anchor,False,10,223.4,23.9
783480433,2026-06-21T08:19:00Z,59.231,-102.8286,28.4,110.4,Moored,True,8,259.7,-104.4
439142651,2026-02-17T03:14:00Z,-71.5255,-13.3081,28.7,19.9,Under Way,False,10,290.4,119.3
766040528,2026-03-29T17:16:00Z,-36.4791,-30.0091,19.9,17.9,Moored,False,6,321.7,70.1
766133415,2026-10-20T05:49:00Z,7.5481,-28.5713,4.3,48.7,Moored,True,14,246.6,-36.7
748905485,2026-02-12T02:22:00Z,-65.3297,73.6605,26.1,93.5,Moored,False,14,114.4,-96.4
251603728,2026-08-10T15:43:00Z,-19.9582,163.4683,24.5,52.3,Under Way,True,9,230.7,13.6
724638764,2026-05-02T08:00:00Z,-44.9716,-95.1847,18.7,41.1,Moored,True,12,224.8,-51.6
297489083,2026-07-02T08:26:00Z,-76.1333,23.603,9.2,224.2,Moored,True,6,185.2,-90.0
716823280,2026-05-03T23:09:00Z,-69.1161,32.5599,1.3,304.1,Under Way,False,2,272.2,-19.1
274434905,2026-02-04T09:57:00Z,-10.5412,120.2069,10.8,282.4,Under Way,False,13,348.5,-64.0
559795298,2026-11-19T20:50:00Z,50.289,47.3298,2.5,132.2,Under Way,False,5,188.5,-103.3
705561223,2026-11-29T10:20:00Z,-22.5845,116.1355,2.4,55.4,At Anchor,True,10,310.7,-105.6
675632623,2026-10-19T13:51:00Z,25.1889,13.9827,0.3,10.2,Under Way,True,11,277.0,-43.2
293447967,2026-04-18T00:58:00Z,-66.4755,-124.7684,25.1,68.3,At Anchor,False,3,215.9,-56.1
269833961,2026-07-15T22:46:00Z,-28.6861,22.2649,21.9,343.7,Moored,True,5,77.7,-102.2
750940589,2026-12-26T10:55:00Z,21.2029,116.7567,20.6,217.2,Moored,False,8,233.1,1.4
515300056,2026-04-06T08:16:00Z,17.2685,-88.0262,11.0,190.1,Moored,False,8,130.5,-0.3
207618219,2026-02-14T02:10:00Z,-1.968,-29.7645,18.8,341.6,At Anchor,False,3,54.8,-92.4
403401992,2026-08-03T02:05:00Z,66.7505,56.8985,28.0,183.1,At Anchor,False,1,305.5,38.5
418216232,2026-11-19T20:21:00Z,22.5302,-14.7077,5.4,348.8,Moored,True,5,68.9,20.0
576154640,2026-08-25T18:17:00Z,45.4286,54.5722,8.7,145.2,Under Way,False,1,172.4,120.1
407783617,2026-08-27T12:28:00Z,-32.5874,-89.1815,13.6,55.7,Under Way,True,10,8.8,94.5
518745437,2026-08-03T23:44:00Z,-33.5854,72.2033,29.0,140.9,At Anchor,False,13,315.5,26.0
738849774,2026-09-28T03:11:00Z,-77.3394,90.9033,11.9,199.1,At Anchor,False,11,320.5,69.6
475112776,2026-04-30T06:28:00Z,-31.0798,-149.6609,26.9,194.0,Moored,False,9,196.4,120.6
286169281,2026-01-10T10:41:00Z,-87.972,45.1073,12.2,152.5,At Anchor,True,12,331.3,-52.6
288344510,2026-09-20T10:50:00Z,7.7219,-104.8733,21.6,89.8,At Anchor,True,2,287.2,114.3
628571464,2026-07-16T17:13:00Z,-48.6789,-20.2838,17.8,99.6,Under Way,True,5,303.6,-40.6
375047621,2026-02-15T09:44:00Z,80.3979,-11.3668,4.4,197.5,Under Way,True,4,80.9,108.1
316234277,2026-08-14T22:33:00Z,5.8397,-169.8677,27.6,305.1,At Anchor,True,10,201.8,22.3
484698904,2026-01-25T14:33:00Z,36.5547,-84.0834,19.7,333.5,Under Way,True,13,274.5,-62.6
747743383,2026-03-27T20:53:00Z,-62.6838,-96.884,25.9,88.3,Moored,True,13,138.8,-75.9
538393289,2026-08-10T03:53:00Z,-38.2262,-121.7621,21.8,101.7,Moored,True,12,33.2,76.2
471117456,2026-08-07T04:41:00Z,66.0245,-32.2197,23.2,143.9,Moored,False,8,192.2,5.7
504126903,2026-10-06T12:27:00Z,79.4343,145.75,25.0,302.7,Under Way,True,4,147.3,-74.8
288065994,2026-11-16T04:34:00Z,-78.7784,-65.9803,6.5,185.7,Moored,True,10,124.8,91.3
275630215,2026-10-23T20:40:00Z,-37.0897,-105.6554,1.1,222.9,Moored,True,11,86.6,-12.9
728358748,2026-07-10T16:11:00Z,-5.3423,-50.0117,29.2,317.7,Under Way,False,4,315.4,39.6
471846120,2026-01-29T04:18:00Z,-22.3996,73.9607,14.0,93.3,Moored,False,6,254.5,-72.8
458498610,2026-04-21T05:26:00Z,-29.3765,-97.4834,24.6,95.3,Under Way,True,11,228.5,55.6
678158398,2026-11-07T02:34:00Z,22.8806,104.0439,13.4,286.6,Under Way,True,3,92.8,101.3
384550733,2026-09-03T04:50:00Z,-58.5074,78.2839,26.6,254.0,Moored,False,14,246.1,-54.8
752289007,2026-04-19T21:32:00Z,81.4298,-26.014,11.0,257.3,Under Way,False,14,152.0,-45.7
422816465,2026-04-27T23:24:00Z,-1.5553,-99.3961,19.0,356.1,Under Way,True,10,51.7,91.8
717151265,2026-11-24T16:24:00Z,-30.4383,-30.8493,23.9,183.5,At Anchor,True,3,275.3,-44.8
768467727,2026-07-29T11:12:00Z,-33.9897,-110.4116,5.7,277.7,At Anchor,True,3,48.0,-99.4
641208534,2026-09-03T05:06:00Z,86.9983,6.3126,14.1,154.5,At Anchor,True,1,346.2,-102.7
619240990,2026-10-07T11:58:00Z,-41.7863,83.7404,13.2,20.1,At Anchor,False,10,125.3,74.3
630180360,2026-07-17T04:38:00Z,6.4488,138.5853,0.9,32.8,At Anchor,False,6,337.1,-60.4
769565144,2026-09-23T05:38:00Z,-53.1263,-131.4615,29.7,16.7,Under Way,False,12,314.2,-29.5
608459693,2026-02-14T20:24:00Z,26.6534,-168.6376,28.0,261.0,At Anchor,True,0,317.2,-116.9
350657692,2026-05-06T03:13:00Z,56.4745,-176.368,13.1,141.4,At Anchor,True,1,100.0,-32.3
571770455,2026-02-01T21:30:00Z,-13.2386,-63.9974,1.7,148.8,At Anchor,True,4,318.0,82.0
294304036,2026-07-17T08:36:00Z,-49.4007,144.4034,20.7,144.4,At Anchor,True,6,187.3,-54.0
675464001,2026-01-30T04:42:00Z,-69.6352,-58.4024,28.9,307.3,Under Way,False,12,213.2,38.5
537549824,2026-12-02T05:13:00Z,-75.8955,-136.3787,29.6,205.7,Under Way,True,13,270.9,-90.2
486243458,2026-12-22T02:45:00Z,-70.3952,-27.5701,4.1,87.4,At Anchor,False,12,261.4,101.6
367500008,2026-01-20T16:40:00Z,66.2962,36.7326,9.3,202.7,At Anchor,False,15,328.9,121.4
212186950,2026-04-17T23:05:00Z,29.0865,-85.5054,0.7,188.7,Under Way,True,5,338.7,-61.9
604969493,2026-11-13T16:25:00Z,35.1237,-8.4267,4.6,149.7,At Anchor,False,6,122.7,0.5
768349235,2026-03-25T21:49:00Z,-38.7701,-61.8941,27.2,189.8,Under Way,False,5,82.4,-43.6
441799840,2026-06-17T14:59:00Z,33.3258,69.8129,7.2,206.1,Under Way,False,0,211.7,-46.2
377992909,2026-12-15T23:06:00Z,7.1977,158.3602,27.5,65.6,At Anchor,False,1,98.2,4.1
332786654,2026-01-06T03:40:00Z,-3.8983,134.8135,20.3,60.2,Moored,True,11,284.4,-84.1
578585585,2026-01-10T14:27:00Z,-76.3433,-134.0811,23.5,157.1,Moored,False,4,149.2,-41.0
396838191,2026-04-22T07:14:00Z,-62.2499,130.4422,3.7,132.7,Under Way,False,13,300.9,120.4
403551997,2026-12-15T13:11:00Z,31.0852,133.2476,15.1,337.1,Under Way,True,11,40.4,77.8
606592283,2026-03-31T15:08:00Z,-35.8723,-11.9192,23.2,299.2,Under Way,False,8,64.0,126.0
561690462,2026-11-24T04:23:00Z,37.4399,78.6959,7.1,64.2,Moored,True,6,114.0,29.8
385217219,2026-02-04T15:26:00Z,5.8268,-171.469,24.2,116.9,At Anchor,True,8,164.0,42.6
346077672,2026-08-02T07:38:00Z,11.0248,-100.8179,8.6,175.6,At Anchor,True,0,193.8,14.8
780611688,2026-05-27T08:42:00Z,-9.6733,-17.6349,14.7,100.3,Moored,True,13,260.9,-45.3
221046878,2026-02-27T08:05:00Z,18.0327,100.7111,16.6,160.6,Moored,False,9,39.0,-60.6
659326175,2026-12-16T18:45:00Z,7.0592,102.1278,17.0,276.8,Moored,False,4,117.4,-45.0
207068046,2026-01-13T18:33:00Z,-4.2734,-132.576,22.7,36.0,Under Way,False,1,199.2,-101.1
279762531,2026-01-17T08:34:00Z,-23.4561,26.7517,5.4,11.3,Under Way,False,1,154.3,103.1
643668564,2026-09-07T00:40:00Z,-31.0597,-158.7439,6.5,209.9,Under Way,False,14,310.3,36.8
408697312,2026-07-26T13:26:00Z,-74.1507,140.5636,28.5,318.8,At Anchor,True,15,164.6,107.1
471332874,2026-05-12T15:48:00Z,-85.6153,-96.9836,17.7,5.6,Under Way,True,0,108.3,-111.0
608121001,2026-09-07T19:46:00Z,-3.357,92.6301,13.8,45.8,At Anchor,True,0,296.3,-115.8
737553133,2026-03-01T01:17:00Z,-54.5243,49.1575,23.4,200.9,Under Way,True,8,351.2,82.8
535166257,2026-05-29T01:29:00Z,-51.5404,-39.2072,20.8,165.1,Under Way,False,0,137.3,25.1
668956359,2026-10-05T15:21:00Z,29.2871,141.8012,20.8,111.5,At Anchor,True,12,214.1,113.1
780611688,2026-05-10T17:49:00Z,26.1451,-24.954,25.6,19.4,At Anchor,False,8,189.6,-74.7
491185579,2026-09-10T01:34:00Z,67.5985,9.736,20.8,43.8,At Anchor,True,13,63.7,-30.6
632129532,2026-02-22T15:31:00Z,-87.1581,-170.9797,19.4,180.6,Moored,False,4,256.8,-114.0
779719852,2026-02-28T07:30:00Z,79.961,-30.8302,19.8,139.4,At Anchor,False,12,113.5,-95.8
724448480,2026-01-21T09:29:00Z,-51.2468,169.0326,29.7,13.1,At Anchor,False,15,43.1,68.3
234821769,2026-01-22T02:49:00Z,-16.8601,-8.5862,7.8,220.5,At Anchor,False,11,75.6,17.3
497246798,2026-10-10T11:07:00Z,50.8683,-65.7884,19.9,150.4,Moored,True,9,16.1,-12.6
303830441,2026-04-13T03:43:00Z,19.5519,-142.2043,17.0,119.3,At Anchor,True,14,192.9,22.4
520580257,2026-12-11T22:23:00Z,-10.3779,95.1387,24.3,39.8,At Anchor,True,4,101.8,101.5
458498610,2026-03-23T21:41:00Z,76.2374,142.677,9.6,197.0,Moored,False,8,353.3,-4.6
566098838,2026-05-01T23:56:00Z,-26.7787,-81.4488,18.5,120.4,At Anchor,False,13,44.5,-101.0
543784647,2026-04-25T19:15:00Z,34.2032,-47.719,26.5,46.0,Under Way,True,11,348.1,80.2
636086009,2026-09-15T08:16:00Z,41.8879,-55.9232,7.2,55.2,At Anchor,True,1,180.6,-85.2
417287774,2026-10-27T07:03:00Z,-27.8388,-43.0858,5.4,341.8,Under Way,False,4,266.5,83.9
307516995,2026-12-16T20:35:00Z,-61.631,-62.7793,2.0,208.2,Moored,False,12,310.1,-35.4
580720286,2026-07-28T22:58:00Z,73.568,-107.2487,10.2,332.2,At Anchor,True,12,102.9,121.2
466000944,2026-12-27T01:11:00Z,-0.7945,-21.8023,27.5,312.6,Moored,True,14,68.8,-108.4
630611193,2026-12-08T16:01:00Z,-40.0765,-83.2763,15.4,111.6,Under Way,False,14,7.7,97.2
771069098,2026-10-13T11:34:00Z,73.0847,50.687,4.6,285.9,Moored,True,13,99.4,3.5
645040370,2026-05-13T17:32:00Z,-14.957,-49.8799,10.9,269.9,Moored,True,10,183.7,-125.6
336627928,2026-07-10T06:41:00Z,55.2169,-36.6225,1.4,77.4,Moored,False,8,280.6,102.0
226809877,2026-11-17T08:27:00Z,64.8082,179.8142,23.2,226.2,Under Way,True,6,299.3,-122.9
792163190,2026-07-02T21:10:00Z,76.3854,-69.7436,3.5,163.3,Moored,False,4,122.0,50.5
752289007,2026-09-20T13:14:00Z,40.2754,-170.8658,28.4,31.9,At Anchor,True,5,115.0,31.9
773610320,2026-01-23T19:08:00Z,38.6436,39.8998,15.8,321.5,Under Way,True,5,160.5,11.3
768075179,2026-10-28T19:47:00Z,42.282,-19.3385,21.8,142.7,At Anchor,False,8,242.1,116.7
443828407,2026-08-23T17:45:00Z,-41.7878,-104.6865,19.9,185.1,At Anchor,False,8,232.5,6.2
260273820,2026-01-18T03:55:00Z,14.75,14.22,11.4,319.7,Under Way,False,8,230.2,102.4
763846551,2026-08-26T02:32:00Z,-33.9489,80.1363,1.5,293.0,Moored,False,7,338.4,53.8
429191774,2026-06-20T15:21:00Z,-25.4259,-3.146,0.7,216.5,Moored,True,5,291.0,-1.6
499938651,2026-04-02T01:23:00Z,-23.0327,64.1125,14.3,53.0,At Anchor,True,9,259.9,4.9
338445994,2026-02-06T20:18:00Z,50.2233,52.1479,16.9,241.6,Moored,True,9,170.2,-115.3
292189198,2026-10-09T20:38:00Z,78.519,65.1248,30.0,248.2,At Anchor,True,0,84.3,-37.5
300905246,2026-02-04T03:33:00Z,-56.7075,-121.3528,7.6,88.5,Under Way,True,1,80.6,-50.9
359390541,2026-10-09T14:43:00Z,-32.7778,-159.5566,5.3,358.6,At Anchor,True,10,98.5,-24.9
315113308,2026-03-27T03:00:00Z,8.9458,-90.8667,11.5,70.0,At Anchor,True,2,266.1,-73.6
218251125,2026-08-06T14:24:00Z,20.5694,20.1339,2.1,179.7,Moored,False,11,116.8,-122.5
289775372,2026-11-06T08:12:00Z,35.8571,117.6347,11.0,80.5,At Anchor,False,4,267.5,-91.3
386428572,2026-02-05T10:47:00Z,86.5377,83.6328,27.5,312.9,Moored,False,11,352.6,-108.5
652847414,2026-04-27T04:19:00Z,69.5423,-41.0572,25.1,209.0,At Anchor,True,0,17.9,89.3
507138220,2026-12-05T13:55:00Z,61.5559,176.9765,20.9,158.0,Moored,True,15,205.9,-90.7
226542358,2026-12-14T22:42:00Z,59.2782,62.8362,12.7,170.5,At Anchor,False,13,92.9,-86.7
566572399,2026-07-08T09:56:00Z,20.8243,68.7266,21.2,8.4,Under Way,False,11,289.8,29.7
559795298,2026-11-19T20:19:00Z,45.1011,-22.7437,22.0,133.4,At Anchor,False,2,9.2,-110.8
728594801,2026-09-22T19:41:00Z,-44.8472,-23.0733,5.3,172.0,Moored,True,6,349.3,-87.2
694118682,2026-06-26T04:14:00Z,-69.5611,-71.8499,10.9,59.1,Moored,True,9,173.8,104.9
748359141,2026-03-09T09:18:00Z,-72.6716,63.1015,22.7,25.8,Moored,True,4,206.8,-57.1
225857489,2026-08-09T06:25:00Z,27.4817,73.5996,20.6,56.7,Under Way,False,5,211.0,103.4
221716335,2026-11-22T12:54:00Z,24.6072,166.2903,9.1,359.4,At Anchor,False,2,82.0,-5.7
554310783,2026-06-03T23:30:00Z,-51.0035,40.1832,10.9,265.6,At Anchor,False,0,192.9,-71.4
619240990,2026-12-04T06:43:00Z,-82.7233,-73.1772,4.1,313.1,Under Way,False,12,9.1,-27.2
285312502,2026-05-14T09:55:00Z,-32.7451,88.7152,4.8,68.5,Under Way,False,6,305.6,119.4
611040535,2026-11-18T05:01:00Z,66.4952,-86.5624,17.5,305.4,At Anchor,False,10,29.4,48.8
420862582,2026-02-25T21:33:00Z,59.4267,149.5023,14.9,228.5,Moored,True,15,146.8,86.9
360833773,2026-12-29T14:07:00Z,-35.8073,-119.441,26.5,136.8,Under Way,False,12,62.8,-126.7
330948908,2026-10-10T18:45:00Z,-78.9728,-32.9329,29.1,253.4,Under Way,True,10,109.6,-112.3
420176132,2026-07-08T02:27:00Z,-36.2634,153.2916,4.5,73.1,At Anchor,False,15,37.0,-93.5
642979664,2026-10-30T20:47:00Z,72.5593,147.9059,22.1,320.5,At Anchor,True,2,123.7,52.8
714252611,2026-08-05T14:13:00Z,-5.8096,-74.3676,29.3,189.8,Moored,True,8,345.4,127.0
221716335,2026-05-27T01:47:00Z,61.4215,-67.7479,24.4,345.0,At Anchor,True,6,336.2,-14.0
209766902,2026-08-13T08:18:00Z,54.907,1.9299,23.8,135.0,Moored,True,7,82.8,-71.3
518745437,2026-02-22T21:17:00Z,-18.1983,156.2043,8.1,201.1,Moored,True,6,135.4,-46.7
214748253,2026-02-15T22:47:00Z,17.443,107.6674,11.3,148.1,At Anchor,True,4,245.6,72.3
660617716,2026-04-27T11:11:00Z,-79.7441,31.7448,24.9,14.1,Moored,False,8,230.2,-75.3
449977525,2026-01-30T18:32:00Z,51.9503,177.4096,19.8,28.7,Under Way,True,6,106.6,1.6
484144611,2026-09-30T00:34:00Z,-38.0819,-46.17,21.6,275.8,Under Way,True,1,218.1,11.1
611918295,2026-10-20T05:58:00Z,2.9299,173.1315,15.4,318.3,At Anchor,False,10,103.2,-55.5
469514250,2026-09-10T19:36:00Z,-78.9103,-149.8946,1.8,106.3,Under Way,True,14,98.2,79.3
780970320,2026-03-12T02:44:00Z,58.4701,58.7848,26.7,76.2,Under Way,False,4,149.3,-68.3
234821769,2026-12-03T14:02:00Z,-51.2486,-52.9576,1.6,159.4,At Anchor,True,14,49.4,39.0
313389958,2026-01-12T04:20:00Z,51.1086,-83.8218,27.8,33.0,Moored,True,13,4.9,-17.0
722847112,2026-12-16T16:46:00Z,-71.9577,26.2607,11.4,79.5,At Anchor,False,9,285.8,-46.4
370219145,2026-07-15T06:01:00Z,49.6379,-16.1202,3.3,79.1,Under Way,False,12,100.6,-72.6
780860305,2026-12-01T16:52:00Z,82.868,-75.4981,8.4,183.1,Under Way,True,7,333.2,82.7
232898606,2026-11-13T08:23:00Z,41.4927,-69.0779,28.6,85.0,Moored,True,10,303.1,47.5
584940566,2026-09-06T09:37:00Z,-49.7184,92.9673,19.7,230.9,Under Way,False,6,241.7,-113.5
796664560,2026-06-07T16:11:00Z,38.7221,-41.8638,9.0,331.1,Moored,True,4,104.0,120.2
213287515,2026-06-13T07:59:00Z,38.7391,-23.4061,10.6,211.4,At Anchor,True,5,168.4,100.9
750747879,2026-02-07T22:17:00Z,45.6273,-133.1179,3.4,73.3,At Anchor,False,14,318.0,61.9
536588185,2026-03-08T09:56:00Z,72.5236,154.7617,14.4,284.6,At Anchor,False,14,121.6,107.5
765262794,2026-10-27T11:50:00Z,48.0484,-147.9767,6.2,96.2,At Anchor,False,14,31.0,24.3
479502357,2026-03-14T02:13:00Z,-42.7913,52.6367,25.6,54.4,Moored,True,6,295.9,43.1
720463075,2026-02-25T11:25:00Z,-75.1789,119.9693,1.1,13.5,At Anchor,True,14,95.2,121.7
580125089,2026-04-24T20:49:00Z,59.566,34.3653,20.0,152.0,At Anchor,True,5,33.2,57.2
652343612,2026-07-28T11:09:00Z,-9.9104,155.8032,26.6,10.5,At Anchor,True,12,199.3,55.6
638790258,2026-11-08T20:45:00Z,-81.4348,-145.0581,16.6,175.7,Under Way,False,7,233.6,118.3
598230058,2026-01-01T18:43:00Z,44.589,-62.144,12.7,14.6,At Anchor,False,2,5.6,-59.3
649179064,2026-05-25T03:07:00Z,17.8592,13.8252,6.1,211.0,Moored,True,0,202.5,117.2
647805776,2026-06-29T06:44:00Z,-57.5767,-151.0333,3.0,56.4,Under Way,True,14,58.2,10.5
738742479,2026-10-12T21:05:00Z,75.7106,-20.8415,23.9,329.0,Under Way,False,11,311.0,10.6
583562034,2026-02-01T06:05:00Z,-34.2141,-32.1386,1.0,170.8,Moored,True,7,301.8,13.0
613845594,2026-10-20T21:50:00Z,-21.1204,-42.3193,7.2,181.6,Moored,False,2,38.1,-123.0
224383026,2026-01-29T10:16:00Z,-54.4225,-19.371,12.1,197.0,Under Way,True,11,144.0,70.2
214748253,2026-10-07T03:22:00Z,-35.3676,105.2886,12.8,308.5,Moored,True,11,36.3,72.6
587194626,2027-01-01T06:25:00Z,-69.5807,-1.1662,26.3,204.2,Moored,True,1,74.6,41.5
574475615,2026-01-14T22:07:00Z,73.3963,-26.6031,24.9,182.2,At Anchor,True,3,2.3,-104.2
621889321,2026-11-04T11:13:00Z,-41.9518,-28.1573,9.3,268.7,Moored,False,7,236.4,119.0
553298294,2026-06-08T19:34:00Z,42.8134,98.421,7.9,56.0,Moored,True,5,30.5,117.3
218251125,2026-11-22T06:19:00Z,-43.0533,62.3921,27.2,229.8,Under Way,False,5,63.4,10.7
422816465,2026-11-03T03:02:00Z,-6.7545,-69.322,22.3,116.5,Moored,False,1,132.6,122.2
448742787,2026-10-18T13:19:00Z,78.3874,-81.0712,1.8,259.2,Moored,False,0,342.8,-113.1
507890656,2026-08-01T04:21:00Z,19.5615,163.1878,1.6,86.3,Under Way,False,3,167.1,2.1
677561700,2026-10-11T17:41:00Z,-22.677,69.1762,9.0,339.0,Under Way,True,11,344.2,-87.3
577242803,2026-10-30T18:44:00Z,16.1044,56.0382,11.0,286.9,At Anchor,True,4,346.7,-36.7
778281235,2026-12-31T20:58:00Z,-42.07,-136.7257,9.5,268.8,Under Way,True,5,286.1,-119.3
771150112,2026-11-23T06:01:00Z,-45.5117,156.4399,11.0,74.6,At Anchor,True,14,271.9,105.6
753673738,2026-04-28T02:24:00Z,-83.5979,-53.6903,29.2,33.2,Moored,False,6,239.9,82.6
403401992,2026-06-07T12:32:00Z,37.6912,-176.7835,5.0,162.7,Moored,False,2,143.7,-93.1
554310783,2026-10-23T05:02:00Z,-3.1911,-90.9973,12.9,256.7,Moored,True,2,194.3,32.1
783771062,2026-08-21T22:22:00Z,62.455,-16.0237,0.1,277.6,Moored,True,11,346.3,-71.8
613973879,2026-07-02T19:18:00Z,-82.5375,57.6158,14.1,50.5,Moored,True,8,96.2,-113.0
377712245,2026-07-02T23:25:00Z,37.6251,88.2213,26.0,300.1,Moored,False,12,273.2,51.0
468051507,2026-06-22T01:49:00Z,73.9613,-140.1645,28.9,300.0,At Anchor,True,9,83.7,83.2
666033258,2026-08-04T04:44:00Z,-89.5977,-63.4847,0.8,38.8,At Anchor,True,4,221.4,82.0
372700428,2026-01-19T04:12:00Z,10.6441,178.4754,22.2,257.3,At Anchor,True,6,169.5,-29.0
580046531,2026-12-07T07:45:00Z,-8.2172,-112.1885,15.0,322.7,Under Way,False,1,231.6,-56.3
422364175,2026-11-14T17:17:00Z,52.6426,5.9559,22.1,7.4,Moored,True,2,37.3,1.8
470359883,2026-12-22T22:43:00Z,-80.4106,49.8956,15.3,358.3,At Anchor,False,7,53.8,-90.6
525862714,2026-01-02T07:02:00Z,-75.6143,72.469,12.0,66.6,Moored,False,4,181.0,4.6
634142832,2026-10-20T11:15:00Z,33.7156,-11.1874,15.7,41.3,Moored,False,4,181.6,120.2
211394760,2026-11-08T21:04:00Z,-82.6894,-89.4116,27.2,215.7,Moored,True,9,123.3,93.8
272130864,2026-06-22T21:38:00Z,-5.8543,37.9121,27.9,89.0,Moored,True,14,58.8,-95.1
335267736,2026-04-10T21:50:00Z,75.8373,-174.4325,2.2,39.7,Moored,False,1,233.1,57.3
778418171,2026-07-27T12:12:00Z,67.4483,-94.7419,4.1,331.2,At Anchor,False,6,358.6,124.4
707000071,2026-05-29T14:44:00Z,-18.7923,-73.9691,20.0,320.1,At Anchor,False,3,106.2,-56.1
749313033,2026-09-21T05:02:00Z,64.505,15.6222,2.4,192.5,Under Way,False,5,159.7,-78.5
491185579,2026-11-29T01:45:00Z,87.8649,22.2063,18.2,318.3,Under Way,True,9,86.6,67.7
580232268,2026-03-20T23:37:00Z,41.7775,155.115,25.1,285.5,At Anchor,False,13,170.0,47.1
598230058,2026-02-21T15:19:00Z,27.6445,77.9785,27.5,182.7,Moored,True,0,177.4,-21.5
369075346,2026-08-17T04:14:00Z,30.2808,175.2916,15.8,34.6,At Anchor,False,1,20.4,-107.0
527862060,2026-06-15T07:13:00Z,-68.2055,-127.8708,2.5,34.5,Moored,False,1,152.4,-50.7
583912546,2026-09-03T09:01:00Z,-9.4697,-165.1236,25.3,93.6,At Anchor,False,2,136.3,118.8
791982495,2026-03-12T23:34:00Z,-20.2518,-27.0788,19.0,131.5,At Anchor,True,1,321.7,0.6
272130864,2026-02-03T09:20:00Z,26.4761,100.3403,16.6,104.4,Under Way,False,8,249.9,-119.7
242569188,2026-05-26T05:49:00Z,26.9444,142.3614,7.1,309.4,Under Way,False,15,331.0,-24.0
525862714,2026-10-24T21:15:00Z,-89.937,17.5116,19.3,30.5,Moored,True,6,328.0,-51.7
660140090,2026-10-12T22:11:00Z,-33.3051,82.2577,17.8,221.7,At Anchor,True,4,257.0,-30.3
443461886,2026-09-14T22:18:00Z,-14.5414,-125.5423,4.6,323.7,Under Way,True,4,30.3,119.1
570495346,2026-01-11T05:54:00Z,-61.1709,147.6375,4.3,117.7,Under Way,True,14,222.2,62.1
275200104,2026-02-11T21:30:00Z,71.8205,-89.6628,20.8,336.7,Under Way,False,11,237.4,13.2
298360481,2026-08-10T13:15:00Z,51.875,-65.3076,2.6,300.7,At Anchor,True,3,350.6,22.3
755635261,2026-06-11T20:01:00Z,18.2074,-39.1503,7.3,229.7,Under Way,True,12,42.5,16.1
575896922,2026-12-08T00:52:00Z,-32.7236,-32.9576,22.8,200.9,Under Way,False,12,212.5,86.8
743162389,2026-01-29T11:50:00Z,0.1615,157.5776,16.3,304.5,At Anchor,False,3,51.5,73.7
248068308,2026-09-20T01:41:00Z,-38.5562,-130.3671,5.8,351.3,Under Way,True,0,259.1,-90.9
484170624,2026-07-13T19:51:00Z,-82.2723,34.4673,23.8,244.7,At Anchor,True,13,8.8,96.9
232381331,2026-04-27T05:34:00Z,-72.3883,61.1948,5.4,117.6,Moored,False,14,131.1,87.3
336627928,2026-02-25T15:50:00Z,-88.144,10.8295,12.6,108.6,Under Way,True,14,65.3,-31.8
210027019,2026-07-09T01:33:00Z,-42.5059,75.4122,17.2,247.1,Moored,True,4,174.8,88.2
422236152,2026-08-18T23:56:00Z,-72.5834,-56.7848,18.3,209.1,Under Way,True,14,207.8,-91.8
474472853,2026-10-03T06:33:00Z,21.2923,116.142,25.9,265.5,Under Way,True,6,328.1,-98.4
591088258,2026-02-28T03:15:00Z,52.8521,-64.8556,15.1,189.8,Moored,True,4,197.1,-43.2
295965871,2026-04-06T11:06:00Z,-68.3676,-2.0462,18.2,100.8,At Anchor,True,1,23.7,-71.6
