mmsi,mean_frequency,std_frequency,mean_bandwidth,mean_power,mean_signal_strength,mean_noise_level,mean_snr,mean_lat,mean_lon,nb_signatures,name,flag,type,mean_cfo_hz
410019201,162.025003,3.47e-06,24.74,12.5,-73.2,-126.0,52.8,1.051074999999999,36.737849999999995,8,NAVIRE-9201,Denmark,Passenger Ship,3.5
410444994,161.974852,0.00014774,25.0,12.5,-72.3,-126.0,53.8,-30.7609,-17.0577,4,NAVIRE-4994,Malta,Tanker,-147.7
410992457,162.024866,0.00013422,25.37,12.5,-72.7,-126.0,53.3,-15.733183333333336,65.74018333333333,6,NAVIRE-2457,China,General Cargo,-134.2
412200014,161.974931,6.915e-05,24.85,12.5,-73.5,-126.0,52.6,20.1417,77.96495,4,NAVIRE-0014,Malta,Passenger Ship,-69.2
412547846,161.975154,0.00015444,24.9,12.5,-72.9,-126.0,53.1,6.965333333333332,20.06737777777778,9,NAVIRE-7846,Panama,Passenger Ship,154.4
412845068,161.974972,2.774e-05,24.94,12.5,-72.5,-126.0,53.5,-5.3354888888888885,38.89555555555555,9,NAVIRE-5068,Denmark,General Cargo,-27.7
413062848,161.975008,8.16e-06,24.52,12.5,-73.2,-126.0,52.8,-16.0099,-74.3968,2,NAVIRE-2848,Denmark,Container Ship,8.2
414040537,162.024924,7.588e-05,25.16,12.5,-73.6,-126.0,52.5,-7.351962500000002,56.377875,8,NAVIRE-0537,Denmark,Container Ship,-75.9
415742193,162.025127,0.00012708,25.1,12.5,-72.3,-126.0,53.7,-8.027733333333332,-5.3125,6,NAVIRE-2193,Panama,Tanker,127.1
416064970,161.975023,2.312e-05,24.68,2.0,-80.2,-126.0,45.9,3.3648399999999996,9.24182,5,NAVIRE-4970,China,Fishing Vessel,23.1
417153380,161.975029,2.914e-05,25.03,12.5,-72.4,-126.0,53.7,14.114674999999998,-8.4742,4,NAVIRE-3380,Malta,Container Ship,29.1
417287774,161.974972,2.812e-05,24.8,12.5,-71.6,-126.0,54.4,-1.3818000000000008,-39.62696666666667,3,NAVIRE-7774,Singapore,Container Ship,-28.1
417393024,161.975003,2.9e-06,24.79,2.0,-79.6,-126.0,46.4,-58.82057999999999,-17.85656,5,NAVIRE-3024,USA,Fishing Vessel,2.9
418169543,162.024798,0.00020181,24.86,12.5,-73.7,-126.0,52.3,16.497814285714288,58.22634285714286,7,NAVIRE-9543,Malta,Tanker,-201.8
418216232,161.974898,0.00010173,24.96,12.5,-71.2,-126.0,54.8,-4.023122222222223,6.215211111111111,9,NAVIRE-6232,Bahamas,Bulk Carrier,-101.7
418271823,162.024852,0.00014838,24.69,12.5,-72.3,-126.0,53.7,6.062249999999999,10.378,4,NAVIRE-1823,China,Tanker,-148.4
418369900,161.974896,0.00010363,24.85,2.0,-79.3,-126.0,46.7,-57.27806,-69.22998,5,NAVIRE-9900,USA,Fishing Vessel,-103.6
418950990,161.97503,3.041e-05,24.95,12.5,-72.6,-126.0,53.4,40.67275,23.07111666666667,6,NAVIRE-0990,Denmark,Tanker,30.4
419681851,162.024957,4.312e-05,25.0,2.0,-80.7,-126.0,45.3,14.4426,15.4651,2,NAVIRE-1851,Malta,Fishing Vessel,-43.1
420101729,162.025017,1.736e-05,25.13,12.5,-73.3,-126.0,52.8,16.4402,-20.68275000000001,2,NAVIRE-1729,Malta,Passenger Ship,17.4
420176132,161.975062,6.224e-05,25.02,12.5,-73.0,-126.0,53.1,0.3309666666666639,11.382233333333332,3,NAVIRE-6132,Panama,Passenger Ship,62.2
420862582,161.974975,2.52e-05,24.7,12.5,-73.6,-126.0,52.4,-15.613233333333335,33.38976666666667,3,NAVIRE-2582,Malta,Tanker,-25.2
421626132,161.975246,0.00024643,24.85,12.5,-73.0,-126.0,53.0,-75.69596666666666,-82.28716666666666,3,NAVIRE-6132,Liberia,Container Ship,246.4
421800471,162.024935,6.525e-05,25.15,12.5,-72.3,-126.0,53.8,-13.659250000000004,-27.2997,4,NAVIRE-0471,Panama,Passenger Ship,-65.3
422236152,161.974872,0.00012789,24.67,12.5,-72.3,-126.0,53.7,-35.54995,21.040449999999996,4,NAVIRE-6152,Denmark,General Cargo,-127.9
422364175,162.025105,0.00010462,25.12,2.0,-81.6,-126.0,44.4,-25.3211,-67.3503,3,NAVIRE-4175,USA,Fishing Vessel,104.6
422816465,162.024869,0.00013109,25.06,12.5,-73.1,-126.0,52.9,16.23375,-21.259175,4,NAVIRE-6465,Bahamas,General Cargo,-131.1
424210268,161.974962,3.763e-05,24.61,12.5,-72.7,-126.0,53.3,-18.893366666666665,0.7502666666666666,3,NAVIRE-0268,Singapore,Container Ship,-37.6
424592926,161.97483,0.00017027,25.29,12.5,-71.8,-126.0,54.2,-34.1201875,-25.864675,8,NAVIRE-2926,USA,Passenger Ship,-170.3
425319931,162.024837,0.0001628,24.92,12.5,-73.0,-126.0,53.0,30.68885,-91.4853,2,NAVIRE-9931,Panama,General Cargo,-162.8
425344391,162.025074,7.364e-05,25.03,12.5,-73.7,-126.0,52.3,22.65624,10.211859999999998,5,NAVIRE-4391,Singapore,General Cargo,73.6
425682454,161.974992,7.67e-06,24.9,12.5,-71.6,-126.0,54.4,10.448099999999998,-44.27343333333332,6,NAVIRE-2454,Liberia,Container Ship,-7.7
426878147,162.024954,4.58e-05,24.86,12.5,-73.4,-126.0,52.6,22.961649999999995,43.816833333333335,6,NAVIRE-8147,Panama,Tanker,-45.8
429191774,161.974981,1.882e-05,24.86,12.5,-72.2,-126.0,53.8,27.545266666666663,-41.957233333333335,3,NAVIRE-1774,Denmark,Bulk Carrier,-18.8
429463049,162.025102,0.00010202,24.5,12.5,-73.0,-126.0,53.0,8.136133333333333,-33.17843333333334,3,NAVIRE-3049,Denmark,General Cargo,102.0
429489274,161.975115,0.00011523,25.25,12.5,-71.8,-126.0,54.2,-17.92775,-27.1655,2,NAVIRE-9274,China,Container Ship,115.2
430213890,161.974964,3.628e-05,25.43,12.5,-73.5,-126.0,52.5,-33.9895,67.77157500000001,4,NAVIRE-3890,France,Passenger Ship,-36.3
430248110,161.974949,5.063e-05,25.25,2.0,-80.0,-126.0,46.0,-26.08871666666667,-2.800466666666665,6,NAVIRE-8110,Panama,Fishing Vessel,-50.6
430323255,162.024956,4.359e-05,24.99,12.5,-73.2,-126.0,52.8,-3.123642857142857,13.100228571428568,7,NAVIRE-3255,Bahamas,Passenger Ship,-43.6
431125158,161.97505,5.007e-05,25.4,12.5,-72.8,-126.0,53.2,9.9133,-13.805566666666664,6,NAVIRE-5158,Panama,Passenger Ship,50.1
431297958,161.975083,8.348e-05,25.01,12.5,-72.0,-126.0,54.0,-12.81427777777778,73.10154444444444,9,NAVIRE-7958,USA,Passenger Ship,83.5
431340436,161.974973,2.746e-05,25.18,12.5,-72.6,-126.0,53.4,-23.515625,-153.971975,4,NAVIRE-0436,Denmark,Bulk Carrier,-27.5
432596188,161.974839,0.00016052,25.52,2.0,-79.5,-126.0,46.6,28.43688,-19.48204,5,NAVIRE-6188,France,Fishing Vessel,-160.5
433158282,161.97491,8.999e-05,25.07,12.5,-71.8,-126.0,54.3,-60.9557,-116.8057,1,NAVIRE-8282,Singapore,Bulk Carrier,-90.0
433665909,162.02509,9.046e-05,24.95,12.5,-71.2,-126.0,54.8,50.031125,-12.298624999999998,4,NAVIRE-5909,Marshall Islands,Passenger Ship,90.5
433980731,162.025247,0.00024704,24.51,12.5,-71.5,-126.0,54.5,4.6175250000000005,-7.834075,4,NAVIRE-0731,Panama,Passenger Ship,247.0
434377681,162.024983,1.688e-05,25.27,2.0,-80.1,-126.0,45.9,45.586,-148.39775,2,NAVIRE-7681,Denmark,Fishing Vessel,-16.9
436223782,161.975,4.1e-07,24.52,12.5,-73.6,-126.0,52.4,-2.6918000000000006,10.9592,5,NAVIRE-3782,Panama,General Cargo,-0.4
436352356,161.975178,0.0001778,25.47,12.5,-73.5,-126.0,52.6,8.8281,97.5225,2,NAVIRE-2356,Liberia,Container Ship,177.8
437879281,162.025084,8.41e-05,25.0,12.5,-71.9,-126.0,54.1,-32.7285,30.242633333333337,6,NAVIRE-9281,Singapore,General Cargo,84.1
438102804,161.974992,8.27e-06,24.97,12.5,-71.8,-126.0,54.3,-30.650966666666665,40.6402,3,NAVIRE-2804,Bahamas,Tanker,-8.3
439142651,162.024861,0.00013862,25.13,12.5,-73.0,-126.0,53.0,-24.8620875,-53.811225,8,NAVIRE-2651,Liberia,Container Ship,-138.6
439796108,161.974975,2.455e-05,25.0,12.5,-71.8,-126.0,54.2,1.0753250000000012,-40.70877500000001,4,NAVIRE-6108,USA,Container Ship,-24.5
440461093,162.025094,9.424e-05,25.43,12.5,-73.1,-126.0,52.9,-15.846975,4.0163875,8,NAVIRE-1093,China,Bulk Carrier,94.2
440753173,162.024957,4.288e-05,24.63,12.5,-73.2,-126.0,52.9,22.1868625,-37.7870375,8,NAVIRE-3173,France,Passenger Ship,-42.9
441462536,161.974809,0.00019119,25.26,12.5,-73.8,-126.0,52.2,0.9918,-130.5301,1,NAVIRE-2536,USA,General Cargo,-191.2
441799840,161.974841,0.00015876,25.23,12.5,-72.0,-126.0,54.0,40.99561428571428,54.668485714285715,7,NAVIRE-9840,Denmark,Passenger Ship,-158.8
442558328,161.975001,5.6e-07,25.48,12.5,-73.1,-126.0,52.9,-14.765525000000002,-28.238475,4,NAVIRE-8328,Bahamas,Container Ship,0.6
442995932,161.974996,3.89e-06,24.62,12.5,-72.4,-126.0,53.6,-31.651987499999997,-64.72494999999999,8,NAVIRE-5932,China,General Cargo,-3.9
443032358,161.975006,6.12e-06,25.46,12.5,-72.9,-126.0,53.1,20.822830000000003,-21.93266,10,NAVIRE-2358,Malta,General Cargo,6.1
443338863,162.025221,0.00022117,24.2,12.5,-73.3,-126.0,52.8,19.1265,-0.8229999999999968,4,NAVIRE-8863,Panama,Container Ship,221.2
443461886,161.975055,5.519e-05,24.84,12.5,-72.7,-126.0,53.3,-9.142,5.074528571428568,7,NAVIRE-1886,France,Tanker,55.2
443780416,161.974935,6.545e-05,25.12,2.0,-79.5,-126.0,46.5,-19.7447625,113.70865,8,NAVIRE-0416,Singapore,Fishing Vessel,-65.4
443799491,162.024986,1.402e-05,25.0,12.5,-73.4,-126.0,52.6,-5.710799999999999,44.20343333333333,3,NAVIRE-9491,China,Container Ship,-14.0
443828407,162.02508,8.046e-05,25.41,12.5,-73.2,-126.0,52.8,-32.300450000000005,-63.9779,4,NAVIRE-8407,Bahamas,Passenger Ship,80.5
444470257,162.025047,4.722e-05,25.04,12.5,-73.4,-126.0,52.6,-1.6132222222222214,90.90348888888887,9,NAVIRE-0257,China,General Cargo,47.2
444890693,162.024892,0.00010806,25.15,12.5,-72.6,-126.0,53.4,6.341242857142857,-12.338599999999998,7,NAVIRE-0693,USA,Passenger Ship,-108.1
446212691,162.024907,9.275e-05,24.71,12.5,-72.9,-126.0,53.1,-24.72741666666667,34.39273333333333,6,NAVIRE-2691,France,Container Ship,-92.8
447149593,162.024896,0.00010444,24.68,12.5,-73.4,-126.0,52.6,-16.228233333333332,-5.512199999999997,3,NAVIRE-9593,Malta,Passenger Ship,-104.4
447432545,162.025049,4.907e-05,25.47,12.5,-73.6,-126.0,52.4,4.2411,60.1595,5,NAVIRE-2545,Marshall Islands,Tanker,49.1
448742787,162.02495,5.002e-05,25.02,12.5,-73.7,-126.0,52.3,-23.87896,84.98566000000001,5,NAVIRE-2787,China,Tanker,-50.0
448911983,162.025026,2.64e-05,25.43,2.0,-80.5,-126.0,45.5,4.015566666666667,-125.80576666666666,3,NAVIRE-1983,Liberia,Fishing Vessel,26.4
449459316,161.975084,8.446e-05,24.8,12.5,-73.3,-126.0,52.8,-14.47905,-19.618599999999997,6,NAVIRE-9316,Panama,Tanker,84.5
449977525,162.025106,0.0001057,25.53,12.5,-71.3,-126.0,54.7,-11.832357142857145,-22.196900000000007,7,NAVIRE-7525,China,Tanker,105.7
450391469,162.024979,2.062e-05,25.45,12.5,-72.5,-126.0,53.5,-13.49825,-23.378150000000005,6,NAVIRE-1469,Malta,General Cargo,-20.6
450769975,162.025168,0.00016821,25.08,12.5,-71.6,-126.0,54.4,-9.53995,32.1567,6,NAVIRE-9975,China,Bulk Carrier,168.2
451146016,161.974959,4.083e-05,25.45,12.5,-71.7,-126.0,54.3,-12.844220000000002,43.54477999999999,5,NAVIRE-6016,Panama,Bulk Carrier,-40.8
452240475,162.024979,2.059e-05,25.03,12.5,-71.8,-126.0,54.3,21.2072,-71.21095,8,NAVIRE-0475,Liberia,Tanker,-20.6
452496498,161.975134,0.00013393,25.48,2.0,-81.7,-126.0,44.3,14.318549999999998,50.424,2,NAVIRE-6498,Marshall Islands,Fishing Vessel,133.9
452754816,161.974958,4.167e-05,24.9,12.5,-72.5,-126.0,53.6,-22.090650000000004,52.517275,4,NAVIRE-4816,Malta,Passenger Ship,-41.7
455207826,161.975086,8.642e-05,24.48,12.5,-72.3,-126.0,53.7,27.18781428571429,32.28481428571428,7,NAVIRE-7826,Bahamas,Bulk Carrier,86.4
455663655,162.024812,0.00018803,24.79,12.5,-71.2,-126.0,54.8,-10.59995,87.852825,4,NAVIRE-3655,France,Passenger Ship,-188.0
457122734,161.975015,1.515e-05,25.51,12.5,-72.1,-126.0,53.9,32.62518,33.76314,5,NAVIRE-2734,Denmark,Tanker,15.1
457668606,161.975106,0.00010587,24.94,2.0,-81.3,-126.0,44.7,-4.346528571428573,43.49122857142857,7,NAVIRE-8606,Liberia,Fishing Vessel,105.9
458498610,161.974927,7.343e-05,25.14,12.5,-71.6,-126.0,54.4,-6.418340000000001,-27.05608,5,NAVIRE-8610,Denmark,General Cargo,-73.4
459764910,161.974945,5.494e-05,24.83,12.5,-71.4,-126.0,54.6,-13.88095,-13.896766666666666,6,NAVIRE-4910,Bahamas,Container Ship,-54.9
462828696,161.974898,0.00010157,24.72,12.5,-71.7,-126.0,54.3,-30.0903,65.313,1,NAVIRE-8696,France,General Cargo,-101.6
465482524,161.974802,0.00019837,25.19,12.5,-71.4,-126.0,54.6,-37.897724999999994,15.704925,4,NAVIRE-2524,Malta,Bulk Carrier,-198.4
465772627,162.025015,1.465e-05,25.17,12.5,-72.8,-126.0,53.3,26.101942857142856,-57.848971428571424,7,NAVIRE-2627,China,General Cargo,14.6
466000944,161.974922,7.801e-05,24.88,12.5,-72.1,-126.0,53.9,5.000766666666666,-51.02360000000001,3,NAVIRE-0944,Singapore,Passenger Ship,-78.0
466426533,162.025051,5.137e-05,24.9,12.5,-72.3,-126.0,53.8,-7.433416666666666,-46.011266666666664,6,NAVIRE-6533,Denmark,Bulk Carrier,51.4
467574402,161.975147,0.00014725,24.77,2.0,-80.4,-126.0,45.6,17.447599999999998,68.857025,4,NAVIRE-4402,France,Fishing Vessel,147.2
468051507,162.025037,3.733e-05,24.98,12.5,-72.4,-126.0,53.7,-27.148224999999996,-13.525924999999996,4,NAVIRE-1507,Panama,Bulk Carrier,37.3
468098550,161.9751,0.00010003,24.77,12.5,-73.7,-126.0,52.3,-20.7040875,-14.72275,8,NAVIRE-8550,Liberia,Bulk Carrier,100.0
468131793,162.024857,0.00014308,24.34,12.5,-72.2,-126.0,53.8,-66.1828,17.8915,1,NAVIRE-1793,USA,Bulk Carrier,-143.1
469045896,161.974905,9.474e-05,24.99,2.0,-79.9,-126.0,46.1,-56.84193333333334,-46.635933333333334,3,NAVIRE-5896,France,Fishing Vessel,-94.7
469514250,161.975296,0.00029623,24.96,12.5,-72.8,-126.0,53.2,-33.37568,17.072300000000002,5,NAVIRE-4250,Denmark,General Cargo,296.2
469777847,162.025021,2.083e-05,25.2,12.5,-73.5,-126.0,52.5,-88.517,49.7751,1,NAVIRE-7847,China,Tanker,20.8
470359883,162.024979,2.082e-05,25.27,12.5,-71.8,-126.0,54.2,3.0879499999999993,42.9031,4,NAVIRE-9883,China,Tanker,-20.8
471117456,161.974841,0.00015858,24.91,2.0,-79.2,-126.0,46.8,-9.3615,37.9016,4,NAVIRE-7456,Panama,Fishing Vessel,-158.6
471332874,161.974798,0.00020237,25.13,12.5,-72.2,-126.0,53.8,-7.549662499999999,-52.508475,8,NAVIRE-2874,Marshall Islands,Tanker,-202.4
471709181,162.024738,0.00026156,25.28,12.5,-72.9,-126.0,53.2,-1.738949999999999,-63.58865000000001,2,NAVIRE-9181,USA,Passenger Ship,-261.6
471846120,161.975179,0.00017926,24.98,12.5,-72.7,-126.0,53.3,-5.845625,-89.1497,4,NAVIRE-6120,USA,General Cargo,179.3
472097386,161.975074,7.425e-05,25.15,2.0,-81.4,-126.0,44.6,10.73256,42.09416,5,NAVIRE-7386,Marshall Islands,Fishing Vessel,74.2
472360093,162.025122,0.00012226,25.33,12.5,-72.7,-126.0,53.3,10.317620000000002,-18.16424,5,NAVIRE-0093,Liberia,Container Ship,122.3
472597180,161.975135,0.00013486,24.48,12.5,-71.5,-126.0,54.6,7.546385714285714,4.195314285714287,7,NAVIRE-7180,Denmark,Container Ship,134.9
473916468,161.974954,4.634e-05,25.12,12.5,-73.3,-126.0,52.7,3.368119999999999,-25.187580000000004,5,NAVIRE-6468,Marshall Islands,General Cargo,-46.3
474003611,162.024914,8.571e-05,24.91,12.5,-72.2,-126.0,53.8,61.849925,-102.287825,4,NAVIRE-3611,Denmark,Bulk Carrier,-85.7
474472853,162.024838,0.00016191,24.73,12.5,-72.9,-126.0,53.1,-10.981660000000002,-18.787460000000003,5,NAVIRE-2853,Marshall Islands,Passenger Ship,-161.9
474561158,161.97499,9.7e-06,25.14,2.0,-81.6,-126.0,44.4,55.95205,-68.75550000000001,4,NAVIRE-1158,Marshall Islands,Fishing Vessel,-9.7
475112776,161.975294,0.00029448,25.21,12.5,-73.0,-126.0,53.1,-27.582825,-62.78724999999999,4,NAVIRE-2776,Singapore,Passenger Ship,294.5
478707016,161.974911,8.927e-05,24.93,12.5,-72.1,-126.0,53.9,-10.483955555555555,-16.205933333333334,9,NAVIRE-7016,Denmark,Tanker,-89.3
478927568,161.97494,5.962e-05,24.66,12.5,-72.5,-126.0,53.5,-4.8962499999999975,87.25911666666666,6,NAVIRE-7568,Panama,General Cargo,-59.6
479231964,161.974931,6.909e-05,24.43,12.5,-71.7,-126.0,54.3,29.8529,21.6557,5,NAVIRE-1964,Marshall Islands,General Cargo,-69.1
479502357,162.02497,3.017e-05,24.73,12.5,-73.1,-126.0,52.9,40.48505,-4.331499999999998,4,NAVIRE-2357,Singapore,Passenger Ship,-30.2
479597234,161.974943,5.659e-05,25.19,12.5,-72.0,-126.0,54.0,-52.618066666666664,-98.7136,3,NAVIRE-7234,Liberia,Tanker,-56.6
481152642,161.974873,0.00012744,25.12,2.0,-79.7,-126.0,46.3,40.8725,11.022140000000004,5,NAVIRE-2642,Panama,Fishing Vessel,-127.4
481997523,162.025035,3.485e-05,24.68,12.5,-71.6,-126.0,54.4,44.80113333333333,58.421683333333334,6,NAVIRE-7523,Panama,General Cargo,34.9
482078287,162.025098,9.807e-05,24.68,12.5,-73.0,-126.0,53.1,26.314933333333332,-98.27256666666666,3,NAVIRE-8287,Liberia,Tanker,98.1
482218335,162.02502,1.956e-05,24.5,12.5,-72.2,-126.0,53.9,10.906328571428572,28.067457142857144,7,NAVIRE-8335,France,Tanker,19.6
482501437,162.024935,6.457e-05,25.02,12.5,-72.4,-126.0,53.7,13.756942857142858,16.577542857142852,7,NAVIRE-1437,China,Bulk Carrier,-64.6
482698090,161.975262,0.00026206,25.29,12.5,-71.6,-126.0,54.4,2.731187499999999,4.857412499999999,8,NAVIRE-8090,Liberia,Bulk Carrier,262.1
484144611,162.025022,2.204e-05,24.73,2.0,-79.8,-126.0,46.2,20.1793,52.76537999999999,5,NAVIRE-4611,Malta,Fishing Vessel,22.0
484170624,161.975049,4.858e-05,25.01,12.5,-71.9,-126.0,54.1,17.996,7.609300000000002,3,NAVIRE-0624,Liberia,Bulk Carrier,48.6
484698904,161.974904,9.593e-05,25.07,12.5,-73.6,-126.0,52.5,37.94723333333334,21.40216666666667,3,NAVIRE-8904,Panama,Tanker,-95.9
485481754,161.975218,0.00021805,24.62,12.5,-72.0,-126.0,54.0,8.179525,29.945825,4,NAVIRE-1754,Malta,Container Ship,218.0
486243458,161.975036,3.569e-05,25.18,2.0,-80.9,-126.0,45.1,-2.254583333333333,88.09530000000001,6,NAVIRE-3458,Singapore,Fishing Vessel,35.7
486924016,161.97504,3.954e-05,25.46,12.5,-71.4,-126.0,54.6,19.71534,3.63048,5,NAVIRE-4016,Panama,Tanker,39.5
487307571,162.025148,0.00014844,24.76,12.5,-72.3,-126.0,53.7,10.1002375,4.7811125000000025,8,NAVIRE-7571,Denmark,General Cargo,148.4
488479599,162.024885,0.00011485,25.28,12.5,-72.7,-126.0,53.3,0.9782857142857152,-12.265628571428572,7,NAVIRE-9599,Liberia,Tanker,-114.9
488577018,161.974899,0.00010069,24.93,12.5,-73.8,-126.0,52.2,21.9058,-58.62171428571428,7,NAVIRE-7018,Bahamas,Passenger Ship,-100.7
489144334,161.974968,3.151e-05,24.9,12.5,-71.5,-126.0,54.5,5.154699999999999,28.10656666666667,3,NAVIRE-4334,France,Bulk Carrier,-31.5
489917841,162.025026,2.555e-05,25.28,12.5,-71.8,-126.0,54.3,-12.865511111111111,18.265144444444445,9,NAVIRE-7841,Marshall Islands,Tanker,25.6
491037315,162.025064,6.429e-05,24.83,12.5,-72.4,-126.0,53.7,16.891516666666664,-73.38091666666666,6,NAVIRE-7315,Marshall Islands,Bulk Carrier,64.3
491185579,162.02486,0.00014047,24.91,12.5,-72.5,-126.0,53.5,-29.08836666666667,-38.57901666666667,6,NAVIRE-5579,France,Container Ship,-140.5
492235960,161.974983,1.655e-05,24.86,12.5,-72.7,-126.0,53.3,-10.246328571428569,45.55391428571428,7,NAVIRE-5960,Panama,Bulk Carrier,-16.5
492381951,162.02514,0.00013974,24.7,12.5,-71.5,-126.0,54.5,-30.393600000000003,-10.4813,6,NAVIRE-1951,Singapore,Passenger Ship,139.7
492428548,161.974937,6.272e-05,24.99,12.5,-73.2,-126.0,52.9,-57.4078,24.3117,2,NAVIRE-8548,Bahamas,Container Ship,-62.7
493976714,161.975044,4.42e-05,24.89,12.5,-71.4,-126.0,54.6,23.05475,37.58205,2,NAVIRE-6714,Singapore,Passenger Ship,44.2
494975711,162.025161,0.00016128,25.08,12.5,-73.0,-126.0,53.0,21.57935,50.98423333333333,6,NAVIRE-5711,Bahamas,Container Ship,161.3
497077187,162.025012,1.164e-05,25.13,12.5,-73.3,-126.0,52.7,26.74044,-5.917700000000002,5,NAVIRE-7187,Singapore,Tanker,11.6
497246798,161.975026,2.625e-05,25.3,12.5,-72.6,-126.0,53.4,-8.727728571428571,-29.885771428571427,7,NAVIRE-6798,Denmark,Passenger Ship,26.3
498001386,161.974975,2.454e-05,24.97,12.5,-72.2,-126.0,53.8,-7.619500000000002,-74.1254,2,NAVIRE-1386,USA,Container Ship,-24.5
498567471,162.025005,5.37e-06,24.41,12.5,-72.9,-126.0,53.1,10.842683333333332,18.165650000000003,6,NAVIRE-7471,Panama,Bulk Carrier,5.4
498768789,162.024841,0.00015918,25.01,2.0,-79.8,-126.0,46.3,46.6012625,41.592074999999994,8,NAVIRE-8789,Singapore,Fishing Vessel,-159.2
499604556,161.975006,6.41e-06,25.21,12.5,-73.4,-126.0,52.6,15.98164,22.56746,5,NAVIRE-4556,China,General Cargo,6.4
499938651,162.024986,1.412e-05,24.89,12.5,-71.3,-126.0,54.7,16.00095,-49.31211666666667,6,NAVIRE-8651,Bahamas,Passenger Ship,-14.1
500125271,162.02494,6.006e-05,24.43,12.5,-72.2,-126.0,53.8,-4.332971428571431,-32.69287142857143,7,NAVIRE-5271,Singapore,General Cargo,-60.1
500902964,161.975022,2.21e-05,24.82,12.5,-72.5,-126.0,53.5,24.66763333333333,37.34363333333334,3,NAVIRE-2964,Liberia,Bulk Carrier,22.1
503603324,161.975084,8.437e-05,24.93,2.0,-80.2,-126.0,45.8,-38.989999999999995,-15.366150000000005,2,NAVIRE-3324,Singapore,Fishing Vessel,84.4
504126903,162.024984,1.617e-05,24.77,12.5,-71.3,-126.0,54.7,22.614833333333333,17.23988888888889,9,NAVIRE-6903,Liberia,Container Ship,-16.2
504143081,162.025055,5.477e-05,24.99,12.5,-71.9,-126.0,54.1,15.2363,11.878366666666674,3,NAVIRE-3081,Malta,Tanker,54.8
504831183,162.024947,5.31e-05,24.78,12.5,-73.4,-126.0,52.6,-3.8577333333333343,66.99348333333333,6,NAVIRE-1183,China,General Cargo,-53.1
505223390,161.974962,3.816e-05,24.75,2.0,-79.2,-126.0,46.8,2.29135,-27.60826666666667,6,NAVIRE-3390,Singapore,Fishing Vessel,-38.2
506756098,161.974916,8.413e-05,24.89,2.0,-80.1,-126.0,45.9,5.3048625000000005,5.818425000000003,8,NAVIRE-6098,Denmark,Fishing Vessel,-84.1
507138220,161.975082,8.196e-05,25.08,12.5,-72.7,-126.0,53.3,2.1233500000000003,-89.4316,2,NAVIRE-8220,Bahamas,General Cargo,82.0
507796518,161.974896,0.00010397,24.91,12.5,-72.2,-126.0,53.9,15.126799999999998,38.91166666666667,3,NAVIRE-6518,USA,Passenger Ship,-104.0
507890656,161.974902,9.766e-05,24.65,12.5,-73.3,-126.0,52.7,11.592200000000002,7.27562857142857,7,NAVIRE-0656,China,General Cargo,-97.7
508742093,162.025018,1.754e-05,24.84,12.5,-73.3,-126.0,52.8,4.360733333333334,-10.879533333333333,6,NAVIRE-2093,Liberia,General Cargo,17.5
509022925,162.025189,0.00018866,24.93,12.5,-71.5,-126.0,54.5,12.185233333333334,35.7319,6,NAVIRE-2925,Malta,Passenger Ship,188.7
510468741,162.025,1.7e-07,25.22,12.5,-73.2,-126.0,52.9,62.16193333333334,45.454066666666655,3,NAVIRE-8741,France,Bulk Carrier,0.2
510828755,162.025191,0.00019124,24.54,12.5,-72.1,-126.0,53.9,22.0041,76.0046,1,NAVIRE-8755,USA,Tanker,191.2
510872204,161.974966,3.442e-05,25.31,12.5,-72.5,-126.0,53.5,-76.3022,172.7751,1,NAVIRE-2204,France,Container Ship,-34.4
510967857,162.024795,0.00020505,24.89,12.5,-73.2,-126.0,52.8,3.5454000000000008,-9.762474999999998,4,NAVIRE-7857,France,Bulk Carrier,-205.0
511165374,161.974921,7.914e-05,25.13,2.0,-80.8,-126.0,45.3,23.272350000000003,89.4816,2,NAVIRE-5374,Singapore,Fishing Vessel,-79.1
511350085,162.025078,7.772e-05,25.27,12.5,-73.5,-126.0,52.5,6.2637333333333345,78.96466666666667,6,NAVIRE-0085,Bahamas,Container Ship,77.7
512009169,162.025049,4.893e-05,24.93,12.5,-73.3,-126.0,52.8,-21.904242857142854,48.03957142857143,7,NAVIRE-9169,Liberia,Tanker,48.9
512084278,161.974979,2.052e-05,24.94,12.5,-71.6,-126.0,54.5,-33.308616666666666,26.44846666666666,6,NAVIRE-4278,France,Bulk Carrier,-20.5
512894233,162.024842,0.00015817,25.25,12.5,-73.0,-126.0,53.0,31.2641,-173.8754,1,NAVIRE-4233,Panama,General Cargo,-158.2
513453764,161.975034,3.382e-05,24.81,12.5,-71.5,-126.0,54.5,-9.246083333333331,-9.444816666666664,6,NAVIRE-3764,USA,General Cargo,33.8
513758672,161.975093,9.265e-05,25.4,12.5,-73.6,-126.0,52.5,-11.170533333333331,2.5946777777777785,9,NAVIRE-8672,Liberia,General Cargo,92.7
515184149,162.02497,3.013e-05,25.39,2.0,-81.0,-126.0,45.0,1.8875399999999984,-71.38068,5,NAVIRE-4149,USA,Fishing Vessel,-30.1
515300056,161.975081,8.147e-05,25.26,12.5,-71.8,-126.0,54.2,18.117525,14.456599999999998,8,NAVIRE-0056,Denmark,Bulk Carrier,81.5
